일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),최대 풍속(m/s),평균 풍속(m/s),평균 상대습도(%),일 최심적설(cm),평균 지면온도(°C)
2015/11/01,7.3,0.7,12.5,,2.7,0.8,61.3,,7.2
2015/11/02,10.7,5.1,16.7,,4.3,1.0,71.5,,9.9
2015/11/03,11.0,5.2,19.1,,2.7,0.5,79.3,,9.6
2015/11/04,11.9,4.9,20.6,,3.0,0.5,72.6,,9.7
2015/11/05,12.7,7.2,19.9,,3.8,0.9,76.1,,11.1
2015/11/06,14.3,7.5,20.7,3.1,7.0,3.3,67.4,,11.8
2015/11/07,11.8,10.4,12.9,21.4,4.9,3.5,97.3,,11.7
2015/11/08,12.2,11.5,12.9,12.9,4.5,3.1,97.0,,12.3
2015/11/09,11.7,10.5,13.0,2.8,3.3,1.5,88.1,,12.3
2015/11/10,10.3,6.5,14.7,,2.9,0.9,83.0,,11.0
2015/11/11,11.1,5.9,17.4,,2.3,0.3,83.0,,10.9
2015/11/12,14.2,8.2,19.7,,5.0,2.3,69.5,,11.1
2015/11/13,12.1,11.1,14.1,20.2,4.9,2.5,85.0,,11.1
2015/11/14,12.9,11.2,14.0,3.6,2.6,0.4,99.4,,12.7
2015/11/15,13.6,10.1,19.5,0.1,3.8,0.8,89.5,,13.6
2015/11/16,12.5,9.1,15.4,11.8,4.3,1.6,91.0,,11.9
2015/11/17,14.7,11.4,20.2,0.6,4.0,1.1,80.0,,13.4
2015/11/18,11.9,9.3,14.1,4.1,6.2,3.3,74.8,,11.2
2015/11/19,10.0,8.0,11.8,0.0,4.2,1.9,79.5,,9.6
2015/11/20,10.3,7.9,14.1,,3.2,1.0,83.4,,10.2
2015/11/21,8.8,5.1,15.0,,3.6,1.1,68.4,,7.8
2015/11/22,10.5,4.2,16.5,4.4,3.6,1.1,75.5,,9.3
2015/11/23,9.5,8.3,11.4,9.7,4.0,2.1,87.4,,10.2
2015/11/24,6.9,3.0,9.9,1.0,4.6,2.2,71.5,,7.6
2015/11/25,3.7,1.3,6.0,11.8,4.1,2.2,92.1,,6.2
2015/11/26,-1.2,-3.1,2.2,3.7,6.0,3.0,74.9,5.8,2.7
2015/11/27,-1.0,-4.8,2.5,0.0,3.6,2.0,64.5,,1.1
2015/11/28,1.5,0.0,3.4,0.0,3.3,1.5,70.8,,2.7
2015/11/29,3.8,2.2,5.3,4.2,3.3,1.9,91.8,,4.1
2015/11/30,4.8,-0.4,9.4,0.6,3.7,1.5,78.6,,4.3
2015/12/01,3.8,-2.0,11.4,,3.1,0.8,71.4,,1.7
2015/12/02,6.9,3.0,9.2,17.8,6.4,2.1,77.9,,5.4
2015/12/03,0.1,-2.3,4.4,16.7,7.4,3.0,87.6,8.2,1.4
2015/12/04,-0.9,-4.6,1.7,0.0,3.0,1.1,85.0,7.0,1.7
2015/12/05,4.0,0.6,9.1,,5.1,1.5,64.5,4.0,2.7
2015/12/06,1.5,-2.1,7.3,,2.1,0.9,57.1,,1.4
2015/12/07,1.8,-4.1,8.0,,3.1,0.9,68.4,,0.7
2015/12/08,2.1,-2.5,9.5,,2.1,0.6,74.3,,0.8
2015/12/09,5.5,-2.2,13.0,,3.3,1.2,68.5,,1.8
2015/12/10,9.1,7.4,10.8,0.8,3.9,1.6,78.4,,6.2
2015/12/11,7.5,4.2,13.4,,4.4,2.4,61.1,,4.5
2015/12/12,6.0,0.1,11.0,,4.5,1.8,55.1,,2.5
2015/12/13,6.3,1.9,12.8,,3.0,0.9,58.1,,3.4
2015/12/14,6.1,1.9,8.0,3.6,2.6,0.9,82.8,,5.0
2015/12/15,6.0,3.3,8.7,0.0,5.2,2.2,72.1,,5.1
2015/12/16,0.5,-3.4,4.3,0.0,5.5,3.2,51.8,,0.4
2015/12/17,-3.1,-5.9,0.9,,4.3,2.3,45.0,,-2.3
2015/12/18,-1.7,-7.0,1.5,,2.1,1.0,65.5,,-1.2
2015/12/19,0.2,-4.4,7.6,,2.7,0.7,75.5,,-1.2
2015/12/20,1.9,-3.7,5.8,,1.8,0.7,66.6,,-0.3
2015/12/21,2.8,-0.9,6.9,5.8,3.3,1.4,86.9,,1.1
2015/12/22,4.2,-0.4,9.2,,3.6,1.6,74.4,,2.1
2015/12/23,6.5,2.5,12.5,0.3,3.4,1.2,73.0,,4.2
2015/12/24,2.3,-0.1,7.7,,4.3,1.7,68.4,,0.9
2015/12/25,0.4,-3.0,5.2,0.0,3.8,1.8,45.6,,-2.0
2015/12/26,1.7,-2.2,8.0,1.0,4.3,1.8,77.4,1.7,0.8
2015/12/27,-4.0,-7.4,0.5,,3.5,2.2,39.0,,-3.4
2015/12/28,-4.2,-8.8,1.4,,3.8,1.6,41.6,,-4.0
2015/12/29,-2.7,-9.3,3.7,,2.3,1.0,57.0,,-3.4
2015/12/30,1.5,-3.4,6.0,3.3,4.1,1.7,70.9,,-0.9
2015/12/31,1.3,-2.6,5.8,,3.0,1.4,85.3,,-0.2
2016/01/01,1.6,-4.2,5.7,,2.1,0.8,80.1,,-0.5
2016/01/02,5.8,1.2,10.3,,3.0,1.0,83.1,,1.8
2016/01/03,6.0,2.7,10.7,,2.1,0.6,92.1,,3.6
2016/01/04,3.7,-1.0,7.5,,4.6,2.3,54.4,,1.4
2016/01/05,-1.1,-3.4,2.6,,4.7,2.2,39.6,,-1.5
2016/01/06,-0.7,-4.6,3.7,,3.4,1.4,57.9,,-1.2
2016/01/07,-1.8,-5.6,3.0,,4.6,1.8,52.6,,-1.4
2016/01/08,-1.5,-7.3,3.1,,4.2,1.4,54.0,,-1.8
2016/01/09,0.2,-3.6,4.0,0.0,4.9,1.7,56.6,,-1.0
2016/01/10,1.5,-1.8,6.7,0.0,4.1,1.7,45.0,,-0.8
2016/01/11,-2.0,-5.0,2.8,,3.8,1.8,36.6,,-2.4
2016/01/12,-3.8,-8.0,1.7,,4.6,1.8,50.6,,-3.1
2016/01/13,-2.9,-7.3,1.8,2.7,3.8,1.5,66.8,3.7,-2.1
2016/01/14,-3.5,-10.2,1.1,0.8,3.3,0.9,65.4,3.5,-0.9
2016/01/15,-0.3,-4.2,5.0,0.2,2.8,0.8,73.4,3.3,-0.6
2016/01/16,1.7,-2.3,4.9,0.2,2.8,1.5,69.5,0.1,-0.4
2016/01/17,2.5,-1.5,6.5,,3.3,1.3,68.4,,-0.2
2016/01/18,-4.7,-10.2,1.8,0.0,7.4,4.2,60.6,,-1.7
2016/01/19,-10.5,-12.9,-6.8,,6.7,4.2,49.6,,-5.7
2016/01/20,-9.0,-12.6,-5.0,,3.0,1.4,49.5,,-5.4
2016/01/21,-5.8,-9.8,-1.4,,4.2,1.5,53.4,,-3.8
2016/01/22,-5.8,-10.6,-1.5,,3.6,2.0,38.4,,-4.6
2016/01/23,-9.5,-14.3,-6.1,0.0,7.5,4.1,37.4,,-5.2
2016/01/24,-12.6,-16.2,-8.5,,5.0,2.8,48.6,,-8.0
2016/01/25,-8.2,-14.4,-2.4,0.0,4.0,1.4,55.6,,-6.6
2016/01/26,-2.8,-6.5,3.3,0.7,4.9,1.2,75.5,1.0,-2.6
2016/01/27,-0.7,-5.5,4.8,,3.7,1.2,68.8,,-2.7
2016/01/28,0.2,-6.8,5.2,,3.4,0.8,59.3,,-1.7
2016/01/29,2.0,-1.6,6.5,,3.5,1.1,52.6,,-0.1
2016/01/30,0.6,-4.1,7.5,,3.6,1.2,71.4,,-1.1
2016/01/31,-2.6,-4.9,0.7,,4.0,2.2,48.4,,-2.5
2016/02/01,-4.9,-8.0,-0.4,,5.0,2.1,40.4,,-4.6
2016/02/02,-4.7,-10.5,2.3,,3.7,1.3,47.8,,-5.0
2016/02/03,-2.7,-9.1,5.4,,3.6,0.9,61.9,,-3.7
2016/02/04,0.0,-4.6,6.2,,4.8,2.0,60.6,,-2.1
2016/02/05,-1.7,-7.4,4.2,0.0,4.7,1.7,45.8,0.0,-3.3
2016/02/06,-2.3,-7.7,2.8,0.3,5.0,2.0,44.6,0.5,-3.3
2016/02/07,-2.9,-9.5,3.9,,4.2,1.2,56.5,,-4.1
2016/02/08,2.0,-5.0,7.3,0.0,6.8,2.7,63.3,,-1.0
2016/02/09,1.2,-3.5,7.5,,6.3,2.5,56.6,,-0.2
2016/02/10,2.4,-5.6,10.9,,2.1,0.7,54.6,,-1.0
2016/02/11,8.5,0.3,14.8,0.2,4.4,2.2,35.3,,1.2
2016/02/12,9.5,7.4,10.9,27.4,5.6,1.8,94.8,,3.5
2016/02/13,11.8,4.4,16.6,14.3,6.3,2.1,95.9,,6.7
2016/02/14,-1.4,-5.0,4.5,0.0,6.4,4.3,73.5,,1.1
2016/02/15,-4.5,-8.6,-0.5,0.1,6.6,2.9,54.4,0.3,-1.1
2016/02/16,-2.1,-7.3,3.4,0.5,5.9,2.0,78.5,0.7,-0.5
2016/02/17,0.4,-5.6,6.2,,6.3,1.7,62.5,,-0.6
2016/02/18,3.9,-2.8,8.6,,6.3,2.2,70.4,,0.6
2016/02/19,1.9,-1.5,4.9,,4.1,0.6,78.6,,0.4
2016/02/20,2.4,-2.2,8.4,,5.9,2.3,44.0,,1.0
2016/02/21,0.4,-5.1,5.5,,5.9,2.0,40.0,,0.2
2016/02/22,2.2,-1.7,4.9,0.1,2.6,0.8,38.4,,0.5
2016/02/23,1.5,-3.1,7.1,0.3,6.7,2.6,63.3,0.1,1.7
2016/02/24,-2.3,-6.2,2.4,,5.0,2.3,46.4,,-0.6
2016/02/25,0.6,-5.8,5.9,0.0,6.1,2.2,59.8,,-0.3
2016/02/26,3.4,-1.8,8.1,1.1,4.5,1.7,47.9,,1.7
2016/02/27,2.9,0.3,7.9,5.3,3.0,0.9,78.3,0.4,2.7
2016/02/28,1.6,-2.1,7.6,3.0,5.4,1.1,75.8,1.8,1.0
2016/02/29,-2.4,-4.4,0.0,0.0,5.8,3.3,50.1,1.8,-0.4
2016/03/01,-1.7,-7.0,3.5,,4.5,1.9,51.6,,-0.2
2016/03/02,3.4,-2.7,9.8,,5.1,2.0,73.0,,2.0
2016/03/03,7.8,3.8,13.7,,4.1,1.5,70.6,,4.9
2016/03/04,13.1,8.2,19.7,3.6,4.2,2.1,63.6,,8.8
2016/03/05,11.9,9.0,15.1,51.2,5.0,2.3,94.4,,10.2
2016/03/06,8.2,4.8,14.6,0.0,4.5,2.1,63.3,,8.0
2016/03/07,8.6,3.0,12.5,0.0,3.3,1.1,49.3,,6.3
2016/03/08,3.7,-0.2,7.0,,4.8,2.6,44.8,,4.3
2016/03/09,1.8,-1.2,7.3,,5.3,3.1,37.8,,2.2
2016/03/10,0.6,-2.5,5.5,,6.0,3.0,36.5,,1.6
2016/03/11,0.6,-3.8,5.2,,5.4,2.3,44.0,,1.6
2016/03/12,2.4,-3.1,8.7,,4.2,1.6,59.6,,2.5
2016/03/13,4.0,1.0,8.6,0.0,2.7,0.9,66.5,,3.6
2016/03/14,4.9,0.6,10.2,,5.6,2.0,69.0,,4.4
2016/03/15,5.1,-2.2,12.9,,4.1,1.2,56.1,,3.6
2016/03/16,7.5,2.7,14.8,,4.3,1.3,54.3,,6.1
2016/03/17,9.0,-0.1,16.4,,3.3,0.6,49.3,,6.8
2016/03/18,13.0,8.8,20.6,,4.2,1.3,55.6,,9.4
2016/03/19,10.2,4.6,17.1,,4.6,1.7,67.5,,9.2
2016/03/20,8.6,3.0,16.9,,4.9,1.5,66.9,,8.4
2016/03/21,8.7,2.8,17.4,,4.5,1.5,64.8,,8.0
2016/03/22,7.5,1.4,14.8,,4.8,1.4,70.5,,7.5
2016/03/23,8.7,4.2,14.1,,5.6,2.0,57.0,,8.3
2016/03/24,6.8,1.0,13.5,,5.1,1.6,47.3,,6.9
2016/03/25,6.1,0.7,12.6,,3.8,1.2,57.8,,6.7
2016/03/26,5.4,-0.1,13.2,,4.8,1.1,62.4,,6.8
2016/03/27,6.5,0.8,13.9,,5.5,1.5,60.0,,6.2
2016/03/28,9.2,0.6,17.9,,3.1,0.7,47.5,,7.7
2016/03/29,11.3,6.0,18.1,0.0,6.2,2.4,63.0,,9.9
2016/03/30,11.3,6.3,18.9,,4.4,1.1,59.1,,10.6
2016/03/31,13.1,4.2,22.2,,3.4,0.8,38.3,,11.0
2016/04/01,14.1,5.4,24.3,,4.7,0.9,37.1,,11.9
2016/04/02,14.2,6.8,23.3,,4.8,1.4,47.8,,12.6
2016/04/03,11.3,9.1,14.0,0.3,4.3,0.9,79.6,,10.7
2016/04/04,12.3,5.1,20.1,,5.3,1.1,51.9,,12.7
2016/04/05,11.1,4.1,18.7,,5.0,1.5,45.8,,11.9
2016/04/06,14.4,5.4,23.6,4.2,4.7,0.7,44.5,,13.0
2016/04/07,13.6,9.8,20.9,7.9,5.8,2.0,81.1,,13.6
2016/04/08,10.9,7.9,20.6,,5.4,1.5,86.0,,13.8
2016/04/09,12.2,8.2,18.1,,3.0,1.0,88.1,,13.1
2016/04/10,13.1,8.0,21.5,0.0,4.9,1.3,84.9,,15.0
2016/04/11,12.9,7.1,19.8,,4.4,1.6,51.4,,13.7
2016/04/12,14.2,9.7,20.3,,4.3,1.6,50.6,,14.1
2016/04/13,15.0,11.1,22.0,3.8,3.1,1.2,79.8,,15.0
2016/04/14,10.7,7.1,17.8,,3.5,1.8,91.8,,12.9
2016/04/15,14.4,6.1,24.2,,5.8,2.0,57.9,,15.6
2016/04/16,14.9,8.3,21.6,29.6,7.5,2.6,71.6,,13.4
2016/04/17,11.4,9.1,15.0,17.7,9.0,5.1,70.9,,13.2
2016/04/18,11.2,6.0,19.5,3.2,7.6,2.8,74.3,,13.2
2016/04/19,12.0,7.0,19.8,,4.5,1.9,67.9,,15.1
2016/04/20,14.2,9.7,19.6,0.4,4.8,1.6,64.3,,14.1
2016/04/21,14.4,10.9,19.3,12.1,4.9,2.5,90.5,,15.5
2016/04/22,14.7,11.1,23.8,,5.9,2.4,86.3,,17.0
2016/04/23,13.9,9.0,21.3,,4.0,1.6,58.1,,15.2
2016/04/24,14.7,6.8,24.3,,4.3,1.4,52.9,,15.9
2016/04/25,16.4,8.3,26.1,,5.0,1.6,42.5,,16.5
2016/04/26,20.4,9.7,29.7,,3.3,1.4,44.9,,18.9
2016/04/27,17.5,15.5,20.6,,4.6,2.8,38.4,,14.4
2016/04/28,16.5,12.2,22.1,,4.2,1.6,44.3,,15.9
2016/04/29,15.3,10.3,22.6,,4.4,2.0,60.6,,17.2
2016/04/30,16.5,9.8,23.4,,6.4,2.5,55.5,,15.5
2016/05/01,18.4,10.8,27.8,,4.6,1.7,47.1,,16.8
2016/05/02,20.6,14.9,28.4,21.3,5.5,2.0,72.5,,20.2
2016/05/03,13.6,9.7,18.5,38.1,8.1,5.0,93.0,,14.7
2016/05/04,15.9,11.1,21.3,,10.5,6.1,48.5,,15.5
2016/05/05,18.7,8.1,26.9,3.1,4.1,1.6,57.8,,18.7
2016/05/06,16.5,12.3,19.3,1.1,4.6,1.5,92.8,,16.6
2016/05/07,15.4,9.2,22.6,,5.4,2.0,68.9,,18.3
2016/05/08,18.5,9.7,26.5,,4.8,1.8,55.4,,19.5
2016/05/09,20.3,14.1,26.7,,5.0,1.6,54.3,,20.5
2016/05/10,15.2,13.4,19.2,16.2,5.6,2.2,81.9,,16.6
2016/05/11,16.6,11.0,23.6,,4.7,2.0,66.9,,19.5
2016/05/12,17.5,10.9,24.7,,4.9,2.2,71.5,,20.0
2016/05/13,17.7,12.3,25.0,0.0,5.1,2.1,65.1,,20.4
2016/05/14,19.7,14.1,26.7,,5.2,2.3,51.0,,20.5
2016/05/15,17.5,12.6,25.2,39.8,6.4,2.5,80.6,,19.0
2016/05/16,15.6,10.6,22.2,2.7,4.7,2.5,69.6,,18.6
2016/05/17,18.4,9.9,27.1,,3.7,1.3,61.4,,20.3
2016/05/18,21.1,11.9,30.3,,3.7,1.3,57.9,,21.9
2016/05/19,23.1,13.8,31.8,,3.8,1.2,48.0,,23.1
2016/05/20,23.1,15.2,31.4,,4.0,1.5,48.5,,22.9
2016/05/21,23.6,17.1,30.3,,4.3,2.0,32.3,,22.3
2016/05/22,23.5,16.5,31.0,,4.3,1.8,41.4,,23.4
2016/05/23,22.4,16.3,29.6,,3.8,1.6,48.5,,22.4
2016/05/24,16.4,13.5,20.7,34.1,4.0,1.9,92.9,,18.8
2016/05/25,19.4,13.5,24.1,,3.8,1.8,77.0,,20.4
2016/05/26,19.7,16.9,24.7,,3.6,1.4,76.0,,19.6
2016/05/27,21.1,14.6,27.8,,3.9,1.4,68.3,,22.1
2016/05/28,20.1,15.0,27.2,,4.7,1.6,68.3,,22.4
2016/05/29,20.3,15.5,26.9,,4.5,1.6,63.6,,21.5
2016/05/30,21.2,14.6,28.7,,4.6,2.0,69.5,,22.6
2016/05/31,20.7,15.8,27.6,,4.4,1.9,77.9,,23.2
2016/06/01,22.7,16.5,29.6,,5.3,1.9,61.5,,23.9
2016/06/02,22.6,16.1,29.1,,4.4,1.8,50.5,,24.2
2016/06/03,21.9,15.7,28.3,,3.6,1.5,59.9,,24.8
2016/06/04,20.6,18.4,24.2,0.2,3.9,1.4,61.5,,20.8
2016/06/05,23.6,15.3,31.1,,4.1,1.4,59.3,,26.0
2016/06/06,22.4,19.9,26.4,,4.7,2.5,58.5,,24.3
2016/06/07,21.9,17.6,27.9,,4.3,1.9,73.3,,26.3
2016/06/08,21.2,17.3,27.1,,4.1,2.0,78.9,,26.0
2016/06/09,22.6,17.2,29.8,,3.9,1.6,74.1,,26.5
2016/06/10,23.4,18.4,30.3,,5.4,1.8,70.6,,27.7
2016/06/11,24.0,20.5,29.6,1.1,3.6,1.8,81.1,,25.9
2016/06/12,23.4,19.6,28.0,0.4,4.1,1.8,88.4,,25.5
2016/06/13,22.3,17.9,28.5,,4.5,1.9,82.4,,26.1
2016/06/14,22.9,18.1,29.4,,4.3,1.7,74.0,,27.1
2016/06/15,20.9,17.7,25.7,27.6,5.2,2.2,90.4,,21.7
2016/06/16,20.9,18.4,25.7,,4.9,2.5,83.3,,24.4
2016/06/17,23.3,17.8,29.1,,4.5,2.1,71.0,,25.0
2016/06/18,23.8,19.2,29.2,,4.3,1.7,71.0,,25.7
2016/06/19,24.3,20.3,29.3,,4.2,1.8,73.5,,25.7
2016/06/20,25.1,19.0,30.7,,2.7,1.4,70.3,,25.3
2016/06/21,25.3,20.2,30.9,,4.2,1.5,72.9,,26.2
2016/06/22,25.2,21.9,31.1,0.8,4.8,1.8,78.3,,26.2
2016/06/23,25.0,21.2,31.4,0.7,5.2,1.8,78.6,,27.4
2016/06/24,22.4,19.6,26.7,6.4,5.3,2.1,90.3,,24.2
2016/06/25,22.4,18.7,27.7,,5.6,2.8,71.1,,25.3
2016/06/26,23.6,17.8,30.7,,5.4,2.0,70.5,,26.5
2016/06/27,24.1,19.2,30.1,,3.4,1.3,69.4,,25.2
2016/06/28,24.4,19.6,30.2,,3.8,1.6,69.4,,27.2
2016/06/29,24.6,21.2,29.0,,4.6,2.0,72.4,,26.7
2016/06/30,24.7,22.7,29.0,0.2,4.9,2.2,88.0,,25.5
2016/07/01,24.3,22.7,28.0,104.2,5.8,2.4,94.0,,24.5
2016/07/02,23.6,20.9,27.5,2.5,4.0,2.0,88.1,,25.5
2016/07/03,23.0,20.6,26.3,,2.6,1.2,82.6,,24.0
2016/07/04,22.2,21.0,23.6,43.7,4.4,2.2,96.3,,22.5
2016/07/05,24.1,22.1,27.0,37.2,5.1,2.6,99.6,,24.0
2016/07/06,22.5,20.0,27.3,0.8,3.2,1.4,89.6,,24.0
2016/07/07,23.6,19.8,28.5,0.0,2.7,1.0,83.5,,24.5
2016/07/08,26.8,20.3,33.7,,4.3,1.4,75.4,,27.9
2016/07/09,26.8,21.8,32.9,,4.7,1.8,74.9,,28.3
2016/07/10,26.6,21.6,33.3,,3.9,1.3,74.4,,27.4
2016/07/11,28.0,23.0,34.2,0.2,3.5,1.4,71.1,,29.2
2016/07/12,25.5,21.3,30.4,5.5,4.3,1.6,82.5,,27.4
2016/07/13,25.4,22.2,29.3,,4.5,1.8,81.8,,26.8
2016/07/14,26.5,23.4,31.4,0.2,3.5,1.6,78.1,,27.1
2016/07/15,26.1,23.0,28.7,1.6,5.5,2.8,65.0,,27.8
2016/07/16,21.3,20.1,23.5,49.2,5.8,3.5,99.6,,22.3
2016/07/17,21.6,20.6,23.2,3.4,3.7,1.9,93.8,,23.1
2016/07/18,23.9,20.5,28.9,,3.1,1.2,82.8,,26.3
2016/07/19,26.8,19.9,32.8,,3.3,1.3,75.8,,28.2
2016/07/20,28.6,23.9,33.2,,4.2,2.1,70.0,,28.6
2016/07/21,27.9,24.6,32.1,,4.1,2.4,67.1,,28.2
2016/07/22,29.3,25.1,33.9,,4.0,2.0,67.5,,30.0
2016/07/23,28.9,26.8,32.1,0.1,3.6,1.8,77.6,,29.5
2016/07/24,28.7,26.8,32.5,0.0,3.5,1.6,82.9,,28.4
2016/07/25,28.5,25.8,32.5,,3.4,1.7,86.4,,29.7
2016/07/26,28.1,24.5,32.7,,5.1,1.8,82.1,,29.1
2016/07/27,27.6,25.4,29.6,0.3,5.6,2.4,87.1,,27.2
2016/07/28,27.9,25.4,30.9,4.9,4.7,1.9,82.3,,29.8
2016/07/29,25.8,23.6,27.8,57.5,3.3,1.3,94.6,,26.5
2016/07/30,28.6,25.8,33.2,6.4,3.5,1.6,86.0,,29.8
2016/07/31,29.0,25.9,33.7,,4.6,1.5,84.0,,30.5
2016/08/01,28.3,25.7,32.5,,3.2,1.5,83.8,,29.3
2016/08/02,27.7,25.4,30.7,0.0,4.5,1.2,84.3,,28.3
2016/08/03,29.2,24.4,34.7,,4.0,1.4,68.8,,31.3
2016/08/04,28.9,24.7,35.1,,3.5,1.1,80.0,,30.3
2016/08/05,29.8,25.6,35.6,,4.0,1.4,76.9,,31.9
2016/08/06,29.6,25.5,35.4,,3.9,1.6,75.5,,32.1
2016/08/07,29.1,25.4,34.9,,4.3,1.6,68.0,,32.0
2016/08/08,29.3,24.5,35.0,,4.4,1.4,76.0,,34.1
2016/08/09,29.6,26.4,34.3,,3.8,1.8,75.4,,31.3
2016/08/10,29.0,25.3,34.1,,4.1,1.7,74.1,,32.7
2016/08/11,29.6,24.7,35.5,,4.0,1.6,78.0,,33.3
2016/08/12,28.9,25.0,35.0,,3.8,1.7,83.8,,32.6
2016/08/13,29.6,26.2,34.6,,4.2,1.9,78.4,,34.5
2016/08/14,29.3,26.1,33.4,,4.9,1.9,84.6,,32.3
2016/08/15,28.8,25.4,34.1,0.0,4.5,1.7,75.6,,33.0
2016/08/16,29.0,24.2,34.4,0.0,4.0,1.5,70.3,,32.3
2016/08/17,29.0,24.7,34.6,0.3,4.1,1.3,76.3,,32.9
2016/08/18,29.6,25.4,35.1,,3.1,1.4,69.8,,32.3
2016/08/19,30.0,26.2,34.2,,3.3,1.5,72.6,,32.8
2016/08/20,30.6,27.6,35.4,,3.6,1.7,64.1,,33.9
2016/08/21,30.5,27.6,36.5,,3.9,1.9,56.4,,34.3
2016/08/22,29.3,25.1,35.1,0.0,4.0,1.4,73.6,,33.1
2016/08/23,28.9,26.3,33.6,0.3,4.3,2.2,72.9,,32.4
2016/08/24,29.2,25.9,33.8,0.0,3.4,1.8,63.5,,32.1
2016/08/25,27.9,24.0,34.0,0.0,4.4,1.9,72.0,,32.2
2016/08/26,22.6,20.2,26.4,17.0,6.3,3.2,70.9,,24.6
2016/08/27,23.5,17.1,29.1,,4.8,2.8,48.9,,24.4
2016/08/28,21.3,18.8,24.3,0.3,4.4,2.3,66.1,,21.8
2016/08/29,21.9,17.1,28.6,,4.5,2.3,62.5,,22.9
2016/08/30,21.0,16.1,25.5,,4.9,2.5,67.4,,21.6
2016/08/31,18.8,16.6,22.0,55.1,7.2,3.9,90.4,,18.9
2016/09/01,23.7,16.3,29.8,,7.4,2.6,80.8,,22.3
2016/09/02,24.1,19.6,29.2,0.8,6.0,3.2,73.6,,23.8
2016/09/03,24.3,21.1,29.7,0.0,4.9,1.9,79.6,,24.2
2016/09/04,26.2,21.4,30.4,,2.7,1.1,78.1,,25.7
2016/09/05,26.6,22.7,31.5,,3.9,1.5,75.6,,26.1
2016/09/06,24.1,20.2,29.0,,3.6,1.5,82.9,,24.5
2016/09/07,23.8,20.7,28.5,,3.7,1.5,83.5,,24.6
2016/09/08,22.7,20.7,27.1,29.1,4.3,1.1,87.3,,22.9
2016/09/09,23.1,20.1,28.2,0.0,3.7,1.4,86.1,,23.8
2016/09/10,23.5,19.1,28.4,,3.6,1.1,81.1,,24.0
2016/09/11,23.9,20.6,27.8,,3.3,1.5,72.9,,24.0
2016/09/12,24.5,21.4,28.9,,4.1,1.3,72.6,,24.2
2016/09/13,24.3,20.5,29.7,,2.8,1.4,72.5,,25.1
2016/09/14,23.6,19.3,28.9,0.0,3.9,1.5,78.6,,24.3
2016/09/15,23.0,18.1,28.4,,2.4,1.1,80.3,,24.3
2016/09/16,23.5,19.4,28.2,0.0,3.0,1.1,80.6,,24.5
2016/09/17,21.9,19.1,26.6,26.6,5.1,2.4,81.8,,22.3
2016/09/18,23.4,20.6,28.8,,4.4,2.4,60.0,,23.6
2016/09/19,21.6,17.4,27.3,0.0,5.1,2.8,58.9,,21.5
2016/09/20,20.3,15.1,26.0,,4.7,2.5,45.5,,19.8
2016/09/21,19.4,14.1,24.1,,4.0,1.7,54.6,,19.4
2016/09/22,21.1,17.3,26.5,,3.8,1.5,59.4,,21.0
2016/09/23,20.8,15.4,27.6,,3.0,1.3,70.5,,21.3
2016/09/24,21.6,16.1,28.3,,3.8,1.2,73.3,,21.8
2016/09/25,21.9,17.2,28.3,,2.6,0.8,74.4,,21.7
2016/09/26,23.0,18.9,27.1,0.0,3.4,1.5,74.0,,22.3
2016/09/27,21.1,19.0,23.5,11.3,3.3,1.0,93.3,,21.8
2016/09/28,20.4,18.5,23.3,0.0,2.5,0.9,93.0,,21.6
2016/09/29,20.3,18.4,24.0,,5.2,3.1,73.3,,21.1
2016/09/30,20.1,17.8,23.5,,3.6,1.6,77.8,,20.8
2016/10/01,20.3,17.5,24.5,,2.6,0.8,86.0,,20.7
2016/10/02,19.1,16.8,21.7,16.7,4.7,1.9,91.8,,19.7
2016/10/03,22.7,17.6,28.2,3.3,5.0,2.0,88.5,,22.1
2016/10/04,22.0,13.9,28.9,,5.0,2.3,67.6,,20.8
2016/10/05,20.6,17.0,26.8,3.0,5.0,2.5,74.3,,20.0
2016/10/06,17.7,13.6,24.0,,3.8,1.8,68.8,,18.5
2016/10/07,19.1,14.3,24.7,18.0,5.5,2.4,78.4,,19.2
2016/10/08,17.4,11.6,22.7,20.5,5.8,2.6,71.0,,18.9
2016/10/09,11.8,7.5,17.0,,6.2,2.8,48.9,,13.9
2016/10/10,12.9,7.0,21.3,,2.6,1.0,58.0,,14.1
2016/10/11,14.7,9.7,21.3,,3.4,0.7,74.6,,15.0
2016/10/12,15.3,11.3,20.9,,4.2,1.4,65.5,,15.2
2016/10/13,14.2,8.2,21.9,,3.2,0.8,59.8,,14.8
2016/10/14,15.5,9.0,23.6,,2.3,0.6,76.9,,15.4
2016/10/15,17.9,11.1,26.8,,2.9,0.7,71.4,,16.9
2016/10/16,17.0,15.4,19.5,2.1,2.8,1.1,81.6,,16.8
2016/10/17,17.5,14.3,22.8,0.0,3.4,1.2,83.8,,18.3
2016/10/18,15.0,10.8,21.5,,2.4,0.8,90.4,,15.7
2016/10/19,16.7,11.4,24.6,,3.3,0.9,82.8,,16.5
2016/10/20,17.4,10.8,25.1,,5.1,1.7,73.8,,16.3
2016/10/21,17.6,16.4,19.8,0.0,5.2,3.3,62.4,,16.4
2016/10/22,17.8,14.6,21.8,,3.5,1.5,64.3,,17.3
